normalized_name,aliases,source_count,source_urls
アクセンチュア(戦略グループ) Accenture,アクセンチュア(戦略グループ) Accenture,1,https://www.movin.co.jp/gyoukai/firmlist/strategy.html
アメリカのIT企業IBMグループの日本法人,アメリカのIT企業IBMグループの日本法人,1,https://freeconsul.co.jp/cs/consultingfirm/
デジタル専門組織「BCG X」による強力な実行・実装支援,デジタル専門組織「BCG X」による強力な実行・実装支援,1,https://freeconsul.co.jp/cs/consultingfirm/
ベイン・アンド・カンパニー Bain & Company,ベイン・アンド・カンパニー Bain & Company,1,https://www.movin.co.jp/gyoukai/firmlist/strategy.html
ボストン コンサルティング グループ(BCG,ボストン コンサルティング グループ(BCG,1,https://www.movin.co.jp/gyoukai/firmlist/bigfirm.html
ボストン コンサルティング グループ（BCG）,ボストン コンサルティング グループ（BCG）,1,https://freeconsul.co.jp/cs/consultingfirm/
ボストン・コンサルティング・グループ合同会社（BCG）,ボストン・コンサルティング・グループ合同会社（BCG）,1,https://freeconsul.co.jp/cs/consultingfirm/
マッキンゼー・アンド・カンパニー McKinsey & Company,マッキンゼー・アンド・カンパニー McKinsey & Company,1,https://www.movin.co.jp/gyoukai/firmlist/strategy.html
モニターデロイト（デロイト戦略グループ） Monitor Deloitte,モニターデロイト（デロイト戦略グループ） Monitor Deloitte,1,https://www.movin.co.jp/gyoukai/firmlist/strategy.html
ローランド・ベルガー Roland Berger,ローランド・ベルガー Roland Berger,1,https://www.movin.co.jp/gyoukai/firmlist/strategy.html
戦略BIG43（マッキンゼー・BCG・ベイン）,戦略BIG43（マッキンゼー・BCG・ベイン）,1,https://consulfree.com/blog/consultingfirm/
戦略コンサルティングファーム （マッキンゼー・BCG・ベインなど）,戦略コンサルティングファーム （マッキンゼー・BCG・ベインなど）,1,https://consulfree.com/blog/consultingfirm/
戦略系コンサルティング会社 （マッキンゼー、BCG、ベイン、ATカーニー、ローランドベルガー、ADL、ドリームインキュベータ、Big4系戦略部門など）,戦略系コンサルティング会社 （マッキンゼー、BCG、ベイン、ATカーニー、ローランドベルガー、ADL、ドリームインキュベータ、Big4系戦略部門など）,1,https://consulfree.com/blog/consultingfirm/
日本アイ・ビー・エム（IBM）,日本アイ・ビー・エム（IBM）,1,https://consulfree.com/blog/consultingfirm/
東京都千代田区大手町1-2-1 Otempwchi One タワー,東京都千代田区大手町1-2-1 Otempwchi One タワー,1,https://www.movin.co.jp/gyoukai/firmlist/bigfirm.html
株式会社 KPMG FAS,株式会社 KPMG FAS,1,https://consulfree.com/blog/consultingfirm/
株式会社KPMG FAS 公式サイトを見てみる,株式会社KPMG FAS 公式サイトを見てみる,1,https://freeconsul.co.jp/cs/consultingfirm/
株式会社KPMGコンサルティング,株式会社KPMGコンサルティング,1,https://www.movin.co.jp/gyoukai/firmlist/bigfirm.html
経営コンサルと戦略的トランザクション支援を展開するEYグローバルのメンバーファーム,経営コンサルと戦略的トランザクション支援を展開するEYグローバルのメンバーファーム,1,https://freeconsul.co.jp/cs/consultingfirm/
総合系BIG5（アクセンチュア・デロイト・PwC・KPMG・EY）,総合系BIG5（アクセンチュア・デロイト・PwC・KPMG・EY）,1,https://consulfree.com/blog/consultingfirm/
総合系コンサルティングファーム （アクセンチュア、デロイト、PwC、KPMG、EY、アビームコンサルティング、日立コンサルティング、IBMコンサル部門など）,総合系コンサルティングファーム （アクセンチュア、デロイト、PwC、KPMG、EY、アビームコンサルティング、日立コンサルティング、IBMコンサル部門など）,1,https://consulfree.com/blog/consultingfirm/
